FIPS,State,County,Population_2020,Rural
54101,West Virginia,Webster,8375,1
54103,West Virginia,Wetzel,14458,1
54105,West Virginia,Wirt,5196,1
54107,West Virginia,Wood,84293,0
54109,West Virginia,Wyoming,21384,1
55001,Wisconsin,Adams,20651,1
55003,Wisconsin,Ashland,16028,1
55005,Wisconsin,Barron,46709,1
55007,Wisconsin,Bayfield,16218,1
55009,Wisconsin,Brown,268746,0
55011,Wisconsin,Buffalo,13314,1
55013,Wisconsin,Burnett,16524,1
55015,Wisconsin,Calumet,52440,0
55017,Wisconsin,Chippewa,66301,0
55019,Wisconsin,Clark,34615,1
55021,Wisconsin,Columbia,58476,0
55023,Wisconsin,Crawford,16112,1
55025,Wisconsin,Dane,561491,0
55027,Wisconsin,Dodge,89386,0
55029,Wisconsin,Door,30064,1
55031,Wisconsin,Douglas,44290,1
55033,Wisconsin,Dunn,45438,1
55035,Wisconsin,Eau Claire,105696,0
55037,Wisconsin,Florence,4558,1
55039,Wisconsin,Fond du Lac,104144,0
55041,Wisconsin,Forest,9178,1
55043,Wisconsin,Grant,51938,0
55045,Wisconsin,Green,37084,1
55047,Wisconsin,Green Lake,19024,1
55049,Wisconsin,Iowa,23716,1
55051,Wisconsin,Iron,6131,1
55053,Wisconsin,Jackson,21138,1
55055,Wisconsin,Jefferson,86163,0
55057,Wisconsin,Juneau,26720,1
55059,Wisconsin,Kenosha,169152,0
55061,Wisconsin,Kewaunee,20566,1
55063,Wisconsin,La Crosse,120799,0
55065,Wisconsin,Lafayette,16596,1
55067,Wisconsin,Langlade,19493,1
55069,Wisconsin,Lincoln,28416,1
55071,Wisconsin,Manitowoc,81380,0
55073,Wisconsin,Marathon,138062,0
55075,Wisconsin,Marinette,41882,1
55077,Wisconsin,Marquette,15580,1
55078,Wisconsin,Menominee,4251,1
55079,Wisconsin,Milwaukee,939486,0
55081,Wisconsin,Monroe,46266,1
55083,Wisconsin,Oconto,38963,1
55085,Wisconsin,Oneida,37847,1
55087,Wisconsin,Outagamie,190702,0
55089,Wisconsin,Ozaukee,91506,0
55091,Wisconsin,Pepin,7321,1
55093,Wisconsin,Pierce,42204,1
55095,Wisconsin,Polk,44969,1
55097,Wisconsin,Portage,70375,0
55099,Wisconsin,Price,14057,1
55101,Wisconsin,Racine,198227,0
55103,Wisconsin,Richland,17309,1
55105,Wisconsin,Rock,163687,0
55107,Wisconsin,Rusk,14191,1
55109,Wisconsin,St. Croix,93543,0
55111,Wisconsin,Sauk,65772,0
55113,Wisconsin,Sawyer,18075,1
55115,Wisconsin,Shawano,40878,1
55117,Wisconsin,Sheboygan,118033,0
55119,Wisconsin,Taylor,19913,1
55121,Wisconsin,Trempealeau,30755,1
55123,Wisconsin,Vernon,30724,1
55125,Wisconsin,Vilas,23044,1
55127,Wisconsin,Walworth,105217,0
55129,Wisconsin,Washburn,16629,1
55131,Wisconsin,Washington,136763,0
55133,Wisconsin,Waukesha,406980,0
55135,Wisconsin,Waupaca,51817,0
55137,Wisconsin,Waushara,24523,1
55139,Wisconsin,Winnebago,171718,0
55141,Wisconsin,Wood,74206,0
56001,Wyoming,Albany,37071,1
56003,Wyoming,Big Horn,11518,1
56005,Wyoming,Campbell,47027,1
56007,Wyoming,Carbon,14532,1
56009,Wyoming,Converse,13755,1
56011,Wyoming,Crook,7176,1
56013,Wyoming,Fremont,39221,1
56015,Wyoming,Goshen,12504,1
56017,Wyoming,Hot Springs,4618,1
56019,Wyoming,Johnson,8452,1
56021,Wyoming,Laramie,100510,0
56023,Wyoming,Lincoln,19581,1
56025,Wyoming,Natrona,79964,0
56027,Wyoming,Niobrara,2470,1
56029,Wyoming,Park,29624,1
56031,Wyoming,Platte,8601,1
56033,Wyoming,Sheridan,30922,1
56035,Wyoming,Sublette,8730,1
56037,Wyoming,Sweetwater,42270,1
56039,Wyoming,Teton,23327,1
56041,Wyoming,Uinta,20448,1
56043,Wyoming,Washakie,7685,1
56045,Wyoming,Weston,6838,1
